author,author_cat
Katie McHugh,2423
Choe Sang-Hun,872
The Saker,4251
Kristina Wong &amp Alex Clark,2520
Charlie Spiering,861
Chris Horton,889
admin,4553
"Jon Pareles, Jon Caramanica and Nate Chinen",2194
Aaron Klein,90
Rachel L. Swarns,3628
Simon Romero and Andrew Jacobs,4034
Matt Flegenheimer,2866
Tyler Kepner,4381
Virgil,4430
Kate Taylor,2402
Nate Schweber,3238
Michael Forsythe,3023
Andrea Kannapell and Sandra Stevenson,357
Abby Goodnough and Sabrina Tavernise,96
LU Staff,2535
VNN,4398
Nicholas St. Fleur,3315
Jenny Heth,2016
Jeremy Egner,2022
Maggie Haberman,2702
Pam Key,3424
Donna Rachel Edmunds,1251
Paul Craig Roberts,3484
Steve Eder and Megan Twohey,4112
Gretchen Reynolds,1645
Warner Todd Huston,4459
Whitney Webb,4478
John Williams,2179
John Carney,2124
Andrea Kannapell and Sandra Stevenson,357
Daisuke Wakabayashi and Sapna Maheshwari,1024
Isabelle Z.,1803
Arnold Monteverde (noreply@blogger.com),503
Remy Tumin,3692
Heather Callaghan,1685
teleSUR,4804
Penny Starr,3514
Jim Rutenberg,2066
Warner Todd Huston,4459
Adam Garrie,107
Anonymous Coward (UID 26968733),439
Sausage Machine,3947
J.E. Dyer,1827
Breitbart London,695
Scott,3951
Henry Wolff,1704
Staff Writer,4081
Jason Horowitz and Yamiche Alcindor,1954
Amanda House,296
admin,4553
Debbie Menon,1185
admin,4553
Warner Todd Huston,4459
Amy Goodrich,330
Jason Easley,1949
Danny F. Quest,1090
Nicholas Fandos,3304
Dikran Arakelian (noreply@blogger.com),1224
Carl Richards,790
Susan Dominus,4152
Breitbart London,695
Mike Isaac,3133
Eric Zuesse,1441
shorty,4781
John Hayward,2143
Jeff Poor,1979
Warner Todd Huston,4459
Sopan Deb,4061
Charles McDermid,845
Bob Price,665
Shepard Ambellas,4014
Charles Isherwood,844
David Rives,1156
Breitbart Jerusalem,694
David Stockman,1160
James Glanz,1895
Jack Healy and Kirk Johnson,1850
Doug P.,1257
Max Fisher,2923
Ben Kew,588
Dan Riehl,1052
Scott Cacciola,3954
Harvey Araton,1677
Joe Sammut,2113
Tom Ciccotta,4332
Arnaldo Rodgers,502
Bravenewmalden,693
Eric Walberg,1440
Sarah Jones,3934
Jonah Engel Bromwich,2199
John Falkenberg,2139
Sinead OÃ¢â‚¬â„¢Shea,4042
"Rahul Manchanda, Esq.",3638
RIA Novosti,3609
Whitney Webb,4478
Thomas Kaplan and Glenn Thrush,4283
John Otis,2163
Ted Loos,4202
Breitbart News,696
Victor Mather,4411
Alex Christoforou,202
Starkman,4086
Adelle Nazarian,141
Pam Key,3424
Gillian,1594
Benedict Carey,605
Dr. Susan Berry,1271
Katherine Rodriguez,2412
Warner Todd Huston,4459
Bob Livingston,660
Charles McDermid,845
No Author,3369
David E. Sanger and Rick Gladstone,1129
David Stockman,1160
Anahad OÃ¢â‚¬â„¢Connor,344
Kristina Wong,2519
Oliver JJ Lane,3398
Nicholas Fandos,3304
Dave Hodges,1105
Waking Times,4447
James Poniewozik,1911
Ken Klukowski,2456
Dan Wright,1054
Pakalert,3418
dailouk,4608
Neil Munro,3267
Ben Kew,588
Michael Patrick Leahy,3053
Activist Post,103
Charlie Spiering,861
Michael Paulson,3054
Breitbart Jerusalem,694
Guest Post,1652
Tracy Blake,4352
Shirley Barnett,4026
Gardiner Harris and David E. Sanger,1541
Adelle Nazarian,141
Farah Stockman and J. David Goodman,1471
Anonymous Coward (UID 47910020),442
Emily Pont,1364
The Doc,4229
Steve Watson,4122
Ian Hanchett,1759
Michael Barbaro,2957
Tom Ciccotta,4332
AWR Hawkins,84
noreply@blogger.com (Der Postillon),4732
Virginia Hale,4431
wmw_admin,4840
Colin Taylor,963
Ben Hubbard,578
Chris Roberts,891
LU Staff,2535
Trent Baker,4355
Anna Dubenko,400
Jack Montgomery,1860
Roqayah Chamseddine,3860
Jerome Hudson,2031
Larry Rohter,2554
Jason Ditz,1947
Daniel Greenfield,1062
Merrill Hope,2954
Alexandra S. Levine,241
John Binder,2122
Ben Kew,588
Farhad Manjoo,1472
Alexandra Alter,238
Katie Hafner,2422
-NO AUTHOR-,42
Victor Mather,4411
Jordan Baranowski,2251
Lee Adler,2576
Dan Barry,1038
BareNakedIslam,555
Ben Kew,588
Ian Hanchett,1759
Bryan Denton and Michael R. Gordon,739
Jim Yardley,2072
Jerome Hudson,2031
Eric Botena,1393
HILLARY CLINTONÃ¢â‚¬â„¢S TIES TO ISIS SUPPORTERS | osmanisnin,1658
Peter Koenig,3544
Sausage Machine,3947
Tom Ciccotta,4332
Geoffrey Grider,1571
Jeremy W. Peters,2024
Jan Hoffman,1928
David Stockman,1160
Eric Lipton and Binyamin Appelbaum,1408
Brian Sonenstein,715
redlucy,4761
Jessica Silver-Greenberg and Michael Corkery,2052
Geoffrey Grider,1571
Daniel Haiphong,1063
Nate Cohn,3236
Jason Ditz,1947
Ken Knabb,2457
Jerome Hudson,2031
Sarah Lyall,3935
Katie McHugh,2423
Frances Martel,1499
Lucas Nolan,2672
Jerome Hudson,2031
Neil W. McCabe,3268
Shawn Helton,4011
Charlie Spiering,861
Starkman,4086
Russell Goldman,3877
Jerome Hudson,2031
Ian Hanchett,1759
The European Union Times,4232
Charlie Spiering,861
Pam Key,3424
Gerry McBride,1584
Katherine Rodriguez,2412
Jameson Parker,1924
The Free Thought Project,4233
Emma G. Fitzsimmons,1373
Mike Rivero,3145
Ben Marquis,589
Nick Corasaniti and Azam Ahmed,3320
Patrick Boehler,3447
Chris Tomlinson,894
Anonymous Coward (UID 73270245),470
Charles V. Bagli,850
noreply@blogger.com (Der Postillon),4732
Theresa Crouse,4263
noreply@blogger.com (Alexander Light),4731
Steve Byas,4105
Jennifer Steinhauer,2003
Ike Mclean,1773
Alisha Rich,257
Peter Baker,3520
Charlie Nash,852
The European Union Times,4232
Howard Portnoy,1732
BareNakedIslam,555
Manohla Dargis,2747
Vladimir Golstein,4437
Alexander Burns,219
IWB,1751
Ben Kew,588
Nick Corasaniti,3318
Nicole Higman,3344
Neal E. Boudette,3254
Ian Hanchett,1759
Ian Hanchett,1759
Cara Buckley,781
Ben Kew,588
Isiah Holmes | The Fifth Column,1805
Christy Lee Parker,934
Adam Shaw,136
noreply@blogger.com (Der Postillon),4732
Penny Starr,3514
pcr3,4747
Charles Goyette,840
John Hayward,2143
Lambert Strether,2540
Michael Snyder,3094
Bryan K. Bullock,740
David Stockman,1160
Breitbart London,695
Julie Hirschfeld Davis and Maggie Haberman,2317
Eddy Lavine,1292
Daily Bell Staff,1017
The European Union Times,4232
Sabrina Tavernise,3898
SGTSTEDENKO2,3894
Michael Barbaro,2957
Katherine Rodriguez,2412
Jeff Poor,1979
Benjamin Hoffman,608
Russia Today (Rusia),3880
shorty,4781
noreply@blogger.com (Der Postillon),4732
Tom Ciccotta,4332
Contributing Author,983
Infowars Nightly News,1785
Declan Walsh,1189
Editor,1293
Katherine Rodriguez,2412
Jack Montgomery,1860
Heather Callaghan,1685
Katherine Rodriguez,2412
William Grimes,4494
Andrew Bradford,362
Andy Green,386
Madeline,2699
"Michael Winerip, Michael Schwirtz and Robert Gebeloff",3105
Martin Fackler,2835
The Saker,4251
Iron Sheik,1793
Penny Starr,3514
Jason Ditz,1947
The European Union Times,4232
admin,4553
Jonathan Mahler and Matt Flegenheimer,2220
Alan Blinder,158
Guest,1650
Ian Hanchett,1759
Jason Ditz,1947
Dan Riehl,1052
Natalie Dailey,3229
Somini Sengupta,4054
Victoria Friedman,4419
Joel B. Pollak,2117
Iron Sheik,1793
beforeitsnews.com,4576
Christopher Mele,923
Dr. Susan Berry,1271
Ã�Â¡Ã�Â²Ã�ÂµÃ‘â€šÃ�Â»Ã�Â°Ã�Â½Ã�Â° Ã�Â¯Ã�ÂºÃ�Â½,4862
Charles Hugh Smith,842
EdJenner,1291
Landon Thomas Jr.,2543
Mac Slavo,2697
Jerome Hudson,2031
admin,4553
Michael D. Shear,2984
Robert Pear,3811
Oxbridge,3415
The Saker,4251
C.E. Dyer,756
Alan Rappeport,176
Reid Mene,3687
Antiwar,486
Manohla Dargis,2747
Charles McDermid,845
Alissa J. Rubin,267
Ben Hubbard and Hwaida Saad,581
Manny Fernandez,2739
Michael Winerip and Michael Schwirtz,3104
Andrew E. Kramer,364
Karen Zraick,2387
Stephen Lendman,4102
TFPP Writer,4179
The Guardian,4235
Corbett,988
Ken Belson,2449
Michael Cieply,2974
beforeitsnews.com,4576
Virginia Hale,4431
Russell Goldman,3877
JimQ,2077
Genosse Dummkopf,1569
Ariana,497
David Segal,1158
Cherese Jackson,866
Jack Williams,1864
Liz Spayd,2643
Barbara Nimri Aziz,552
Flying Table-fan,1494
Admin,143
J. David Goodman,1819
Mac Slavo,2697
Amando Flavio,302
Rick Rojas,3771
Jeff Poor,1979
Jerome Hudson,2031
beforeitsnews.com,4576
Alex Ansary,200
Mujib Mashal and Fahim Abed,3205
Michelle Moons,3115
Ryan Saavedra,3890
Andrea Kannapell and Lisa Iaboni,356
Gillian,1594
Mark OÃ¢â‚¬â„¢Connell,2823
Kaitlyn Stegall,2363
Kaitlyn Stegall,2363
Breitbart London,695
Jeff Poor,1979
Harris,1673
noreply@blogger.com (Der Postillon),4732
Admin - Orissa,144
Jennifer Schuessler,2000
Jeff Poor,1979
Poke Staff,3573
Bill Pennington,638
Gillian,1594
Matthew Boyle,2891
JerÃƒÂ© Longman,2036
Joel B. Pollak,2117
Eric Schmitt,1432
Dan Riehl,1052
Ben Kew,588
IWB,1751
Charlie Nash,852
Motoko Rich,3200
Charlie Nash,852
Joel B. Pollak,2117
Entertainment and Movie reviews with tips on how to get Website Traffic and Make Money Online.,1390
Christopher Mele,923
Ken Klukowski,2456
John Hayward,2143
Ian Hanchett,1759
Katherine Rodriguez,2412
Christina Sarich,904
Mike Ives,3139
Jeff Poor,1979
Barbara E. Murphy,551
Larry Kelley,2553
Pam Key,3424
Auntie Lulu,525
Jennifer Steinhauer and Matt Flegenheimer,2006
Scott Cacciola,3954
Richard Sandomir,3757
Michael Barbaro,2957
Ezra Dulis,1461
Felipe Villamor and Mike Ives,1478
Dikran Arakelian (noreply@blogger.com),1224
Pam Key,3424
Howard Portnoy,1732
"Richard Fausset, Alan Blinder and John Eligon",3727
William J. Broad and David E. Sanger,4497
Trent Baker,4355
Brooks Barnes and Amy Qin,729
Corbett,988
Conor Dougherty,974
Andrew Anglin,361
Tom Ciccotta,4332
Christopher D. Shea,916
Ben Marquis,589
Pat Buchanan,3440
Regan Pifer,3686
Chris Tomlinson,894
Douglass Price,1261
Gardiner Harris,1538
Andrea Germanos | Common Dreams,349
Susan Dominus,4152
Eddy Lavine,1292
Zach Cartwright,4534
The Associated Press,4224
Dan Wright,1054
WashingtonsBlog,4462
Carl Hulse,787
Adalia Woodbury,105
Dylan Gwinn,1282
Rukmini Callimachi,3869
Robert Lipsyte,3808
Robert Pear,3811
Breitbart London,695
John Binder,2122
Mac Slavo,2697
David Stockman,1160
Adelle Nazarian,141
Mike McPhate,3142
Ariana,497
Dr. Susan Berry,1271
Dave Hodges,1105
The Daily Sheeple,4228
Activist Post,103
Amanda Froelich,293
Jim Rutenberg,2066
WakingTimes,4448
Adelle Nazarian,141
Frank Salvato,1516
Jerome Hudson,2031
Starkman,4086
Michael E. Telzrow,3022
Dr. Susan Berry,1271
Ron Yahaloms,3853
Admin,143
Charles Hugh Smith,842
Thomas Fuller,4278
Anne Barnard,408
Jeremy Egner,2022
Shannon Barber,4001
The Saker,4251
Mike Rivero,3145
Kaitlyn Stegall,2363
Pam Key,3424
Cara Buckley,781
Ian Hanchett,1759
Contributing Author,983
Rosie Schaap,3864
Milan Schreuer,3153
dailouk,4608
Starkman,4086
Charlie Spiering,861
Trent Baker,4355
TFPP Writer,4179
Jared Taylor,1944
Paul Craig Roberts,3484
Quentin Hardy,3597
Jack Ewing,1842
Adelle Nazarian,141
Jacey Fortin,1836
"Benjamin Weiser, Nick Corasaniti and Maggie Haberman",619
Brianna Acuesta,723
David E. Sanger,1120
Andrea Kannapell and Sandra Stevenson,357
Alexandra Alter,238
Gillian,1594
Natalie Dickinson,3230
Jameson Parker,1924
Ariana,497
Eric Schmitt and Michael R. Gordon,1436
Sausage Machine,3947
Adam Shaw,136
Somini Sengupta,4054
avandagriff,4566
Amy Moreno,334
April Hamlin,489
David Stockman,1160
Melissa Clark,2943
Michael Snyder,3094
Craig S. Smith,999
Jeremy W. Peters,2024
Declan Walsh,1189
Warner Todd Huston,4459
Sarah Maslin Nir,3936
Iron Sheik,1793
newsguy76,4727
Pam Key,3424
Alex Ansary,200
Adelle Nazarian,141
Arnold Monteverde (noreply@blogger.com),503
Breitbart News,696
Paul Sullivan,3501
Michael Barbaro,2957
Jonathan Lee,2214
Katie McHugh,2423
Deborah Danan,1186
Charles McDermid,845
Aaron Kesel,89
Arnold Monteverde (noreply@blogger.com),503
Warner Todd Huston,4459
Admin - Orissa,144
Victoria Taft,4421
Ken Belson and Jim Dwyer,2451
Marc Tracy,2759
Starkman,4086
Alan Rappeport,176
Andrew Ross Sorkin,381
Trent Baker,4355
"Andrew Higgins, Mike McIntire and Gabriel J.X. Dance",368
Jason Ditz,1947
WashingtonsBlog,4462
Melissa Eddy,2945
Admin,143
Paul Joseph Watson,3490
Quest,3599
Breitbart News,696
Alex Swoyer,213
Jason Farago,1950
The Mind Unleashed,4240
Kim Smith,2488
Neil W. McCabe,3268
James Poniewozik,1911
Eddy Lavine,1292
Ian Fisher,1756
Ã˜Â¬Ã™â€ ÃšÂ¯ Ã˜Â§Ã˜Â±Ã˜Â²Ã›Å’ Ã˜Â¢Ã™â€¦Ã˜Â±Ã›Å’ÃšÂ©Ã˜Â§ Ã˜Â¹Ã™â€žÃ›Å’Ã™â€¡ Ã˜Â§Ã›Å’Ã˜Â±Ã˜Â§Ã™â€  / Ã™â€¦Ã™Ë†Ã˜Â±Ã˜Â¯ Ã™â€¦Ã˜Â·Ã˜Â§Ã™â€žÃ˜Â¹Ã˜Â§Ã˜ÂªÃ›Å’ Ã˜Â³Ã˜Â§Ã™â€ž 1390 - ÃšÂ©Ã˜Â¯Ã˜Â¢Ã™â€¦Ã˜Â§Ã›Å’Ã›Å’,4860
Daniel Barker,1060
Brianna Acuesta,723
Breitbart News,696
Gaye Levy,1559
Reed Abelson,3680
beforeitsnews.com,4576
Trent Baker,4355
Patrick McGeehan,3475
Ken Klukowski,2456
Roosh Valizadeh,3859
The Conservative Millennial,4227
ahtribune.com,4557
Arnaldo Rodgers,502
Simon Kent,4032
Amanda Hess,295
Pakalert,3418
Yves Smith,4533
Jonah Engel Bromwich and Daniel Victor,2200
kryptodyne,4688
Eric Lipton and Matt Flegenheimer,1416
The New York Times,4243
Karen Workman and Sandra Stevenson,2384
Ildefonso Ortiz and Brandon Darby,1778
BareNakedIslam,555
Geoffrey Grider,1571
Breitbart News,696
Eddy Lavine,1292
Mike Rivero,3145
Katie McHugh,2423
Naila-Jean Meyers,3222
Anonymous Coward (UID 73268493),468
wmw_admin,4840
watchmannonthewall,4829
Charlie Spiering,861
"Joe Wolverton, II, J.D.",2115
The Doc,4229
Lucas Nolan,2672
John Koblin,2150
"Vanessa Friedman, Maggie Haberman and Alan Rappeport",4405
Dr. Robert Owens,1268
Vanessa Friedman,4404
JerÃƒÂ© Longman,2036
Author,531
David Waldstein and Ben Rothenberg,1170
Michelle Innis,3112
Poke Staff,3573
Michael Wines and Jess Bidgood,3108
GPD,1527
Groucho Marxist,1647
Howard Portnoy,1732
Aurelien Breeden,526
Andrew Higgins,366
Anonymous,431
John Binder,2122
Blanche Benson,653
Geeta Anand and Julfikar Ali Manik,1567
Liam Stack,2606
Ildefonso Ortiz and Brandon Darby,1778
Benjamin Weiser,613
Andrea Kannapell and David Scull,351
Eric Lipton and Adam Liptak,1406
Mark Scott,2824
James Delingpole,1893
weins.a,4830
Guest Author,1651
Nate Church,3235
Jeff Poor,1979
Ari Lieberman,496
Ashwin Kumar,519
Steven Erlanger,4128
Dom the Conservative,1243
Milo,3156
Natalie Dickinson,3230
Warner Todd Huston,4459
Victor Mather,4411
Tony Lee,4346
Katherine Rodriguez,2412
Daniel Greenfield,1062
Adam Nagourney,124
ZeroHedge.com,4546
Dikran Arakelian (noreply@blogger.com),1224
Justin Green,2345
Shari Savage,4002
Shivani Vora,4027
Adelle Nazarian,141
Adam Shaw,136
Andrew Higgins,366
Robert Simonson,3821
Mike McPhate,3142
Consortiumnews.com,980
Richard Goldstein,3733
EV,1286
Javier C. HernÃƒÂ¡ndez,1960
Andrea Kannapell and Sandra Stevenson,357
Daisy Luther,1026
Joe Clark,2102
Jeremiah Johnson,2018
K. Campbell,2355
Brianna Acuesta,723
AWR Hawkins,84
noreply@blogger.com (Alexander Light),4731
Liz Spayd with Evan Gershkovich,2644
noreply@blogger.com (Alexander Light),4731
Michael S. Schmidt,3071
Ian Hanchett,1759
Whitney Webb,4478
Robert Pear,3811
Ian Hanchett,1759
admin,4553
Henry Wolff,1704
Ian Hanchett,1759
admin,4553
Lana Shadwick,2541
Ian Hanchett,1759
Joe from MassPrivateI,2116
Michael M. Grynbaum,3043
Trent Baker,4355
IWB,1751
RBTH,3604
Prashant S. Rao and Sewell Chan,3582
Ã�â€™Ã�Â»Ã�Â°Ã�Â´Ã�Â° Ã�Å¡Ã‘â‚¬Ã‘Æ’Ã‘â€šÃ�Â¾Ã�Â²Ã�Â°,4870
Liam Stack,2606
Adam Liptak and Michael D. Shear,121
Activist Post,103
Deborah Danan,1186
Joel B. Pollak,2117
Jerome Hudson,2031
Bob Price and John Binder,667
shorty,4781
Adam Nagourney and Jennifer Medina,128
Nikolaj Schewtschenko,3355
Felipe Villamor,1477
Nate Church,3235
Jeff Poor,1979
EdJenner,1291
Jerome Hudson,2031
Dr. Susan Berry,1271
RT,3613
Katie Rogers,2425
shorty,4781
Joe Coscarelli,2104
Amy Goodrich,330
Stacy Cowley,4074
Eric Lichtblau,1395
Dr. Patrick Slattery,1267
Mac Slavo,2697
Mac Slavo,2697
Winnie Hu,4509
Tyler Durden,4376
Pakalert,3418
Michael D. Shear,2984
John Hayward,2143
JAMES FRIDAY,1828
Jason Ditz,1947
Joel B. Pollak,2117
Carl Herman,786
John Binder,2122
Pakalert,3418
Pam Key,3424
Hiroko Tabuchi,1716
Jane Perlez,1936
Chriss W. Street,897
John Otis,2163
John Hayward,2143
Jeff Poor,1979
Annie Stoltie,426
Christine Hauser,906
Email Protected,1350
Daniel E. Slotnik,1061
Guest,1650
Cara Buckley,781
Ryan Banister,3885
noreply@blogger.com (Alexander Light),4731
Truth Broadcast Network,4368
Author,531
"Thomas D. Williams, Ph.D.",4270
Activist Post,103
Robert Gehl,3800
Tim Arango and Ceylan Yeginsu,4295
Arnaldo Rodgers,502
EdJenner,1291
Are black holes fountains of creation? Ã¢â‚¬â€œ The Conscious Mind,495
Penny Starr,3514
Frances Martel,1499
Jerome Hudson,2031
Lucas Nolan,2672
Adam Liptak,118
Sausage Machine,3947
Rebecca R. Ruiz,3669
Maryaha,2848
Jack Ewing,1842
MaryAlice Parks,2847
William Grimes,4494
Susan Chira,4151
Nicholas Lemann,3314
Helene Cooper and Eric Schmitt,1691
Mujib Mashal and Taimoor Shah,3208
James Delingpole,1893
Iron Sheik,1793
Jameson Parker,1924
Breitbart London,695
Nick Hallett,3329
John Hayward,2143
shorty,4781
REALdeal,3608
The European Union Times,4232
Allum Bokhari,285
Mark Landler,2793
Jennifer Steinhauer,2003
John Derbyshire,2127
"Thomas D. Williams, Ph.D.",4270
Bruce Feiler,734
Jason Ditz | Antiwar.com,1948
The Doc,4229
Dave Hodges,1105
EdJenner,1291
Alexander Burns and Thomas Kaplan,227
Dr. Susan Berry,1271
Michael Paulson and Michael Barbaro,3057
REALdeal,3608
Yves Smith,4533
Madeline,2699
Ian Greenhalgh,1758
Warner Todd Huston,4459
Neil Munro,3267
The Anti-Media,4223
Richard Sandomir,3757
AWR Hawkins,84
Iron Sheik,1793
Admin,143
Warner Todd Huston,4459
Karoline Kan,2396
Grant Stern,1634
BareNakedIslam,555
Twain Yobra,4374
Guest,1650
George Gene Gustines,1575
Contributing Author,983
Kai Schultz and Rajneesh Bhandari,2361
Azam Ahmed,537
Lizette Alvarez and Nick Madigan,2647
Consortiumnews.com,980
Alexa Erickson,218
Dr. Susan Berry,1271
Jafe Arnoldski (noreply@blogger.com),1876
King World News,2497
Kevin Quealy and Margot Sanger-Katz,2476
Mac Slavo,2697
C.E. Dyer,756
Sam Borden,3912
Neil MacFarquhar,3263
Patrick Cockburn,3451
Charlie Nash,852
V Saxena,4394
Lucas Nolan,2672
Penny Starr,3514
Patrick Boehler,3447
Breitbart News,696
Matthew Boyle,2891
Andrew Anglin,361
"Thomas D. Williams, Ph.D.",4270
Mike Isaac and Michael J. de la Merced,3135
Patrick Healy,3454
Matthew Sison,2919
Larsen Halleck,2556
Paddy Maclachlan,3417
Geoffrey Grider,1571
EdJenner,1291
Joe Coscarelli,2104
Michael Cooper,2976
shorty,4781
AWR Hawkins,84
pcr3,4747
GrahamSeibert,1633
Susan Chira,4151
Andrea Kannapell and Sandra Stevenson,357
Bill Pennington,638
Dan Riehl,1052
Raven Clabough,3656
noreply@blogger.com (Der Postillon),4732
wmw_admin,4840
Amy Harmon,332
Kaitlyn Stegall,2363
Ezra Dulis,1461
Azam Ahmed,537
Margaret Kimberley,2769
King World News,2497
Ron Nixon and Maggie Haberman,3846
Frank Scott,1517
Erin McCann,1451
Breitbart Jerusalem,694
Kirk Semple,2500
Jessica Bennett,2050
"Landon Thomas Jr., Liz Alderman and Aurelien Breeden",2546
Kevin Barrett,2468
Aaron Klein,90
Katie Benner,2417
Pam Key,3424
Binyamin Appelbaum,648
Eli Rosenberg,1313
"Charlie Savage, Eric Lipton, Gardiner Harris and Michael D. Shear",859
Pam Key,3424
Dikran Arakelian (noreply@blogger.com),1224
Amanda,292
"RBC, Anton Feinberg",3602
Alexa Erickson,218
Julie Bosman,2301
Karen Zraick and Sandra Stevenson,2389
Trent Baker,4355
Jeff Poor,1979
Heather Callaghan,1685
"Thomas D. Williams, Ph.D.",4270
Kevin Boyle,2469
Jennifer Schuessler,2000
"Nicholas Kulish, Caitlin Dickerson and Ron Nixon",3312
Sam Roberts,3917
Julie Hirschfeld Davis and Frances Robles,2313
Dave Itzkoff,1107
Staff,4080
Michael Snyder,3094
Dyanne Weiss,1281
Ben Kew,588
Neil MacFarquhar and David E. Sanger,3264
Dawn Perlmutter,1177
Dr. Susan Berry,1271
Dionne Searcey,1227
b,4568
Breitbart News,696
Guest,1650
Cara Buckley,781
Nick Hallett,3329
Ildefonso Ortiz and Brandon Darby,1778
admin,4553
Colin Taylor,963
Breitbart TV,699
Consortiumnews.com,980
Kristina Wong,2519
Edwin Mora,1302
Author,531
Daniel Haiphong,1063
admin,4553
John Schwartz,2169
noreply@blogger.com (Der Postillon),4732
Tammy La Gorce,4193
Amy Moreno,334
Admin - Orissa,144
"Thomas D. Williams, Ph.D.",4270
Karen Zraick and Sandra Stevenson,2389
Rachel Donadio and Liam Stack,3626
Daniel Greenfield,1062
Christopher D. Shea,916
Charlie Nash,852
Dan Riehl,1052
weins.a,4830
Breitbart London,695
Robert J Burrowes,3804
Katherine Rodriguez,2412
Pam Key,3424
Allison Vincent,284
Kevin Gosztola,2473
King World News,2497
pcr3,4747
Virgil,4430
Daisy Luther,1026
Daniel Nussbaum,1071
Ben Sisario,599
wmw_admin,4840
Michiko Kakutani,3119
Dr. Serge Gregoire,1269
Arch Stanton,492
Lou Colagiovanni,2663
Breitbart London,695
Vivian Yee,4434
Michael M. Grynbaum,3043
The Associated Press,4224
Greg P.,1641
Andy Newman,387
Michael R. Gordon and Tim Arango,3065
The European Union Times,4232
noreply@blogger.com (Der Postillon),4732
Iron Sheik,1793
Neil MacFarquhar,3263
Dikran Arakelian (noreply@blogger.com),1224
Guest,1650
Henry Wolff,1704
Aaron Klein,90
Geoffrey Grider,1571
BareNakedIslam,555
ActivistPost,104
Neil Munro,3267
Richard Goldstein,3733
Deflation Market,1193
Sean Moran,3976
Kathryn Shattuck,2414
Robert Gehl,3800
Nicholas Confessore,3292
Nicholas Casey,3284
Activist Post,103
Cassandra Fairbanks,811
Bill Vlasic,643
newsbiscuit editorial team,4726
Steve Sailer,4121
noreply@blogger.com (Der Postillon),4732
Jason Horowitz,1953
Karen Zraick and Sandra Stevenson,2389
Katherine Rodriguez,2412
Melissa Eddy,2945
Michael Corkery and Michael Wines,2981
Charlie Nash,852
Choe Sang-Hun,872
Dr. Susan Berry,1271
Binyamin Appelbaum,648
Bob Price,665
Rebecca R. Ruiz,3669
